ID,question,label,answerA,answerB,answerC,answerD,answerE
3DGDV62G7QNVVL96Z06Q8UQ9I1WP28-2,Carrie's store has more loyal customers than Patricia's store does because _ 's store is newer.,E,Carrie,Laura,Samantha,Samuel,Patricia
3N2YPY1GI6WL1WJBUYYQOP07687EVK-1,Christine didn't pass the lie detection test that Jessica did because _ had something to hide.,B,Jessica,Christine,Neil,Rebecca,Sarah
3N2YPY1GI6WL1WJBUYYQOP07687EVK-2,Christine didn't pass the lie detection test that Jessica did because _ had nothing to hide.,B,Natalie,Jessica,Christine,Logan,Sarah
3DW3BNF1GJWJMK8R1TOQODSUPG9V83-1,Carrie faced the fan away from Angela because _ was getting too warm in the kitchen.,D,Neil,Angela,castle,Carrie,Joseph
3DW3BNF1GJWJMK8R1TOQODSUPG9V83-2,Carrie faced the fan toward Angela because _ was getting too warm in the kitchen.,D,Carrie,Rebecca,Joseph,Angela,Emily
3OZ4VAIBEXDTCC538Z9HL5DZBHAJVJ-1,"The winter made Jason's hands dry, but not Leslie's, since _ always forgot to moisturize at night.",D,Rebecca,brown,Leslie,Jason,Logan
3OZ4VAIBEXDTCC538Z9HL5DZBHAJVJ-2,"The winter made Jason's hands dry, but not Leslie's, since _ never forgot to moisturize at night.",A,Leslie,Steven,William,Jason,Brian
3SU800BH86QALKKGYZJLMKN2B7IQUL-2,"Because Carrie lost a bet to Cynthia over the basketball game, _ spent hours having the cleaning done for them.",E,Rachel,Samuel,William,Carrie,Cynthia
3SU800BH86QALKKGYZJLMKN2B7IQUL-1,"Because Carrie lost a bet to Cynthia over the basketball game, _ spent hours doing the cleaning.",B,Samantha,Carrie,Cynthia,Logan,Natalie
3S4TINXCC0LS49YUJVAMSP0ECY1BOK-2,I would rather listen to the radio than watch the TV at night since I find the _ disruptive.,B,video games,TV,radio,movie theater,radio
3OLZC0DJ8LTCBQK4AF0H12M7R93VIR-1,Randy started his own business while Ryan worked for someone else so _ had self-employment taxes.,A,Randy,Ryan,Kyle,Eric,Samuel
3OLZC0DJ8LTCBQK4AF0H12M7R93VIR-2,Randy started his own business while Ryan worked for someone else so _ had W4 taxes.,C,Natalie,Kevin,Ryan,Randy,Christopher
3OID399FXG5RDTJLYOI20LF0NKKDF9-1,"Monica wanted to use a vacuum to clean the floor, but Victoria wanted to use a broom. _ cleaned the floor much quicker.",D,Victoria,Joel,Jason,Monica,Rebecca
3O0M2G5VC8GK6C8MMPTHFJNRVLL49F-1,Monica enjoyed watching Western films while Natalie enjoyed romantic ones more because _ grew up on a farm.,C,Lawrence,Natalie,Monica,Rebecca,Amy
3O0M2G5VC8GK6C8MMPTHFJNRVLL49F-2,Monica enjoyed watching Western films while Natalie enjoyed romantic ones more because _ grew up watching soap operas.,E,Logan,Betty,Monica,Jeffrey,Natalie
3WRBLBQ2GR63S9EMXW0P3ZVTPV4G0C-2,Drawing was a talent of Sarah but not Carrie so _ was always eager to see her artwork .,B,singing,Carrie,Sarah,Christopher,castle
3WRBLBQ2GR63S9EMXW0P3ZVTPV4G0C-1,Drawing was a talent of Sarah but not Carrie so _ was always eager to show her her artwork .,D,Kevin,Carrie,Megan,Sarah,Ryan
3RZS0FBRWK8TZE21CVJWS9BMZ6JPC3-2,Emily spent a lot of money on their smartphone but Rachel bought a cheap one because _ was very dowdy.,C,Emily,Sarah,Rachel,Joseph,Angela
3RZS0FBRWK8TZE21CVJWS9BMZ6JPC3-1,Emily spent a lot of money on their smartphone but Rachel bought a cheap one because _ was very stylish.,B,Laura,Emily,Lawrence,Leslie,Rachel
32PT7WK7DOTBR62ZYRT0RAEC9NDD3U-1,Neil asked Michael what it was like to go to war because _ was a pacifist.,D,Michael,Amy,Eric,Neil,Craig
32PT7WK7DOTBR62ZYRT0RAEC9NDD3U-2,Neil asked Michael what it was like to go to war because _ was ex-military.,C,Logan,coach,Michael,Neil,Hunter
37VE3DA4YUFICSC7FIFW8G3DVYNHB5-1,"Jennifer was at risk of encountering a shark during their swim, but Emily was not, because _ swam in the ocean.",B,Kevin,Jennifer,Nick,Emily,Joseph
37VE3DA4YUFICSC7FIFW8G3DVYNHB5-2,"Jennifer was at risk of encountering a shark during their swim, but Emily was not, because _ swam in the lake.",A,Emily,Mary,Michael,Jessica,Jennifer
3EQVJH0T40JI8E6OF46H8A9Z6IJHTM-1,The documents contained in the files could not fit properly. The _ were too small.,B,Documents,Files,panel,letter,file
3EQVJH0T40JI8E6OF46H8A9Z6IJHTM-2,The documents contained in the files could not fit properly. The _ were too large.,A,Documents,Files,document,evidence,Files
35ZRNT9RUIWN1EUH42VGA622JTGO33-1,"Avid bookworms, Lawrence read fiction while Jason read non-fiction. _ liked to escape into an imaginary world.",B,William,Lawrence,Logan,Jason,Kyle
35ZRNT9RUIWN1EUH42VGA622JTGO33-2,"Avid bookworms, Lawrence read fiction while Jason read non-fiction. _ struggled to escape into an imaginary world.",C,Lawrence,Samantha,Jason,Amy,Rebecca
3ECKRY5B1SATKAPEBCPKM8Z4GNJZIE-2,"Ian is making a pool party for Neil and needs to raise pH in a pool, so _ could safely enjoy party.",A,Neil,Brian,Dennis,Rebecca,Ian
3ECKRY5B1SATKAPEBCPKM8Z4GNJZIE-1,"Ian is making a pool party for Neil and needs to raise pH in a pool, so _ buys pH raising preparates.",E,Rachel,Joel,Kevin,Neil,Ian
37VUR2VJ6C35CBI6BRK6JBHXRC41CQ-2,The teeth of Katrina are more yellow than Laura's due to _ drinking mostly water all the time.,E,Maria,Joseph,Logan,Katrina,Laura
3I7SHAD35OAWWJ9ZDWVTNHDLMYLM77-2,"Kevin didn't consider the costs when they bought the house from Derrick, so _ was rid of the money pit.",C,Jason,Kevin,Derrick,Aaron,Steven
3I7SHAD35OAWWJ9ZDWVTNHDLMYLM77-1,"Kevin didn't consider the costs when they bought the house from Derrick, so _ was stuck with the money pit.",D,Dennis,Jennifer,Derrick,Kevin,Sarah
371DNNCG440PF35VC0CBVXG033L8TY-2,Robert helped create an internet viral video sensation of Kyle when _ danced in video.,D,Lindsey,Neil,Robert,Kyle,Nick
371DNNCG440PF35VC0CBVXG033L8TY-1,Robert helped create an internet viral video sensation of Kyle when _ directed the video.,E,William,Laura,Mary,Kyle,Robert
3DZKABX2ZKJLYNY4I54VQZOCEQLCVG-2,"Rebecca invited Maria to a concert, then _ had to get permission to attend from their parents.",C,Logan,Rebecca,Maria,William,Patricia
3DZKABX2ZKJLYNY4I54VQZOCEQLCVG-1,"Rebecca was invited to a concert by Maria, then _ had to get permission to attend from their parents.",B,Monica,Rebecca,Samuel,Megan,Maria
30P8I9JKOIJL5DQIJX5NKVUUTHCV58-2,Betty was able to hold the pigeon longer than Angela because _ is scared of birds.,B,Emily,Angela,Jennifer,Betty,Eric
30P8I9JKOIJL5DQIJX5NKVUUTHCV58-1,Betty was able to hold the pigeon longer than Angela because _ wasn't scared of birds.,A,Betty,teddy,doll,Kayla,Angela
38XPGNCKHVEI3JLPPQYD71COMD44VV-2,"Nick gets jock itch a lot, while Jason has never even worn a jock strap. _ is the artist.",E,Kevin,Nick,Nick,voice,Jason
38XPGNCKHVEI3JLPPQYD71COMD44VV-1,"Nick gets jock itch a lot, while Jason has never even worn a jock strap. _ is the athlete.",B,Ian,Nick,Eric,Elena,Jason
3TLFH2L6Y9METO36WJ3AL63XH3TT2G-1,"Dennis has been away on vacation, while Nelson stayed home so the lettuce in _ 's fridge was rotten.",C,Eric,Kenneth,Dennis,Erin,Nelson
3TLFH2L6Y9METO36WJ3AL63XH3TT2G-2,"Dennis has been away on vacation, while Nelson stayed at home so the lettuce in _ 's fridge was used to make a salad.",B,Brian,Nelson,Matthew,Christopher,Dennis
31JUPBOORN21WQXQ3RAK966J43N8L4-1,Learning to play a glockenspiel was instinctual for Derrick but not Adam because _ is arty.,C,Kyle,Steven,Derrick,Jason,Adam
3VI0PC2ZA0YEB1028PE49KFFKM0XO6-2,My knee joint is less injured than my ankle joint so I'm trying not to put too much stress on the _ if I can help it.,A,ankle joint,head,pipe,knee joint,sheets
3VI0PC2ZA0YEB1028PE49KFFKM0XO6-1,My knee joint is more injured than my ankle joint so I'm trying not to put too much stress on the _ if I can help it.,E,ankle joint,front yard,cut,bone,knee joint
3XABXM4AJ3JRHCCAFUUGIQTM9XA8QL-2,"Donald didn't like to keep clean the way Matthew did, so _ tended to smell nice.",C,Joseph,Craig,Matthew,Donald,Neil
3XABXM4AJ3JRHCCAFUUGIQTM9XA8QL-1,"Donald didn't like to keep clean the way Matthew did, so _ tended to smell nasty.",D,Mary,Jason,brown,Donald,Matthew
3CZH926SIES118Z3U0937XO2MY24EM-1,"Sunday afternoon Laura made some buttermilk biscuits for Victoria, and _ made quick work of making them.",B,Victoria,Laura,Elena,Samuel,Patricia
3G9UA71JVVSR1M47Q161FRXWUFWJ7L-2,Bob tore his shirt that was a night shirt. He decided to get a tuxedo shirt because the _ is new.,D,wool,nails,night shirt,tuxedo shirt,jacket
3G9UA71JVVSR1M47Q161FRXWUFWJ7L-1,Bob tore his shirt that was a night shirt. He decided to get a tuxedo shirt because the _ is old.,B,tennis ball,night shirt,kicks,Blue,tuxedo shirt
37NXA7GVST4Z72T3BKLU1KQRKNOLVZ-1,Hunter was suicidal and Robert responded for the reason that _ had never been in this critical situation.,A,Hunter,tiger,Robert,king,Randy
37NXA7GVST4Z72T3BKLU1KQRKNOLVZ-2,Hunter was suicidal and Robert responded for the reason that _ had previously been in this critical situation.,D,Hunter,Jessica,Lawrence,Robert,Jennifer
37VHPF5VYC18TM3KQEHL6NGWAZ08CP-1,"Rachel included Tanya in her YouTube video, but _ was sorry because she had failed to obtain permission.",E,Joel,Tanya,Aaron,Craig,Rachel
3421H3BM9CVA9UR7PWGLLLCADYY9JU-2,"A conductor on the train Felicia has been for years today Elena will present them with a award, _ is honored to be presenting..",E,Christopher,Joseph,Felicia,Logan,Elena
3D0LPO3EABXOHHR5TNO600YFX6WOYN-1,"He preferred to clean with the soap instead of the body wash, because the _ left him feeling itchy.",D,tub,soap,grass,body wash,dry erase marker
3UEDKCTP9X416V9WSKID84LHXTQK70-2,"Katrina loaned their jacket to Carrie during the cold night, because _ was feeling cold.",B,castle,Carrie,Neil,Lindsey,Katrina
3HO4MYYR12MHB21WJQ5NGF6BB5EU6Y-2,Adam had to schedule a visit a dermatologist but Joseph didn't because _ had good skin.,E,Neil,Kenneth,Adam,Jeffrey,Joseph
36JW4WBR06I8P9ONKK1SR6UYAUBHFF-1,"The project meant Emily collaborated with Victoria, who was not excited. _ loved working with others.",A,Emily,Victoria,Michael,Lindsey,Ryan
3EAWOID6MTVMA64HMRZB30Y3HPJV06-2,"While Maria rode the bus to work, Megan rode a motorcycle because _ had an unexpired license.",D,Maria,Natalie,Elena,Megan,Samantha
3EAWOID6MTVMA64HMRZB30Y3HPJV06-1,"While Maria rode the bus to work, Megan rode a motorcycle because _ had an expired license.",B,Joel,Maria,Patricia,Megan,Samuel
3IQ9O0AYW8DXYYGF5K020KYNW0UTI8-1,Steven only had one ear but Jeffrey had two. This meant that _ was very lopsided.,E,Jeffrey,Craig,Matthew,Randy,Steven
3IQ9O0AYW8DXYYGF5K020KYNW0UTI8-2,Steven only had one ear but Jeffrey had two. This meant that _ was very symmetrical.,E,Craig,Cynthia,Steven,Dennis,Jeffrey
3NZ1E5QA6ZZ6WZSCEGENJJ0NQJ8B5I-2,Kevin repaired the wooden  furniture for Kyle last week since _ was an expert carpenter.,C,Joseph,Kevin,Kyle,Dennis,Kenneth
3NZ1E5QA6ZZ6WZSCEGENJJ0NQJ8B5I-1,Kevin repaired the wooden furniture for Kyle last week since _ needed an expert carpenter.,A,Kevin,Kyle,Logan,Steven,Rachel
3TLFH2L6Y9METO36WJ3AL63XCGGT2O-2,Eric thought the clothes looked very nice but Kevin did not agree. _ didn't buy the clothes.,A,Kevin,Dennis,Ryan,Randy,Eric
3TLFH2L6Y9METO36WJ3AL63XCGGT2O-1,Eric thought the clothes looked very nice but Kevin did not agree. _ bought the clothes.,A,Eric,king,Brian,Michael,Kevin
38DCH97KHH01749MM0F7FIERULOJQA-1,"Jessica often experiences severe nausea, Victoria does not therefore _ does not ride roller coasters.",C,Samuel,Victoria,Jessica,Joseph,Monica
375VSR8FVYN6D9SX1ZJT000V3J3RZB-2,"The system that Jeffrey used was amazing compared to Randy, because _ system was lower end.",C,Steven,Christopher,Randy,Jessica,Jeffrey
375VSR8FVYN6D9SX1ZJT000V3J3RZB-1,"The system that Jeffrey used was amazing compared to Randy, because _ system was higher end.",A,Jeffrey,Randy,Christine,Joseph,Steven
3WRKFXQBOB5ELVG2VSB1G32TGHMIYA-1,"Have you ever been on  a nature walk Samantha asked Tanya , _ is waiting for a reply to a question.",D,Tanya,Emily,Lindsey,Samantha,Robert
30ZKOOGW2W42P7M17FCFLI30WQ91AW-2,Jason was going to a job interview after being prepped by Logan. _ was proud.,C,Jason,Kevin,Logan,Michael,Lindsey
30ZKOOGW2W42P7M17FCFLI30WQ91AW-1,Jason was going to a job interview after being prepped by Logan. _ was grateful.,C,Dennis,Logan,Jason,Brett,Amy
38LRF35D5LUIEJEE0O7P9CUR1983UN-2,"Adam found the blue joke that Steven offensive, because _ was unaware of their own privilege.",E,Leslie,Emily,Adam,Nelson,Steven
3CMIQF80GNOPJ9UF2HLI6E9M8HA6Q1-2,Mary had a better body and was more of a showoff than Emily. _ hates wearing bikinis to the beach.,A,Emily,Angela,Eric,Betty,Mary
3CMIQF80GNOPJ9UF2HLI6E9M8HA6Q1-1,Mary had a better body and was more of a showoff than Emily. _ loves wearing bikinis to the beach.,B,Emily,Mary,Craig,brown,Christopher
31S7M7DAGI4ZOZOLQNXFS0QEB4XTLR-2,"Adam adored his grandmother, William.  _ got a big surprise with a trip to Europe.",A,William,Matthew,Aaron,Eric,Adam
3G3AJKPCXLQKDOHNA39XM2SAB2JY4F-1,Eric was easier to amuse than Justin because _ had a great sense of humor.,A,Eric,Joel,Derrick,Joseph,Justin
3DW3BNF1GJWJMK8R1TOQODSUPG98VG-1,"The payments were made by Jason to Dennis, as _ had borrowed so much money in the past.",A,Jason,Carrie,Kevin,woods,Dennis
3DW3BNF1GJWJMK8R1TOQODSUPG98VG-2,"The payments were made by Jason to Dennis, as _ had lent so much money in the past.",C,Jason,Erin,Dennis,Leslie,Joel
3P458N04Q1FLA5CQ1T47A9O3PFV2XD-2,"Victoria was disgusted because of the odor of Sarah, and _ was ashamed to be around them.",D,Rachel,Victoria,Megan,Sarah,Eric
3YGE63DIN8VZPV4MC147P2HHJJW0WX-1,Samantha won the dance competition over Jennifer for the reason that _ had a superior sense of rhythm.,C,Christopher,Carrie,Samantha,Jennifer,Sarah
3YGE63DIN8VZPV4MC147P2HHJJW0WX-2,Samantha won the dance competition over Jennifer for the reason that _ had a bad sense of rhythm.,B,Jessica,Jennifer,Ryan,Samuel,Samantha
3L60IFZKF5W7XUE0Z81SMPUJJJGHH1-2,Jessica was thinner than Rebecca because _ ate chocolate almost every day as a snack.,D,Jessica,Neil,Carrie,Rebecca,Jessica
3L60IFZKF5W7XUE0Z81SMPUJJJGHH1-1,Jessica was fatter than Rebecca because _ ate chocolate almost every day as a snack.,C,Kevin,Rebecca,Jessica,William,Logan
3J5XXLQDHOPXLN2LPCTUXWKI8TVV3K-2,Tanya couldn't stretch as far down as Jennifer because _ was had a very flexible body.,A,Jennifer,Elena,Eric,Tanya,Joseph
3R0WOCG21M7GWBGBTDD1MLG3SN5DU5-2,Randy is better at playing pretend with kids than Kenneth because _ is a more serious person.,A,Kenneth,Jeffrey,Samuel,Randy,Craig
3R0WOCG21M7GWBGBTDD1MLG3SN5DU5-1,Randy is better at playing pretend with kids than Kenneth because _ is a more creative person.,B,Kenneth,Randy,Brian,Michael,Robert
3ZVPAMTJWPH6MSXSB7V4FTKORCZGR0-1,"Kayla decided to talk to her daughter Sarah about puberty, because _ found out she had just gotten her first period.",A,Kayla,Samantha,Sarah,husband,Amy
3ZVPAMTJWPH6MSXSB7V4FTKORCZGR0-2,"Kayla decided to talk to her daughter Sarah about puberty, because _ said she had just gotten her first period.",E,Natalie,Emily,Eric,Kayla,Sarah
3PUOXASB59H099WB7IJ79F00WSRZ9D-2,"Jeffrey asked Joel to express their feelings in a more productive manner, but _ was actually the one being reasonable.",A,Joel,Emily,Lindsey,Patricia,Jeffrey
3PUOXASB59H099WB7IJ79F00WSRZ9D-1,"Jeffrey asked Joel to express their feelings in a more productive manner, but _ was actually the one being petty.",B,Joel,Jeffrey,Christopher,Rebecca,Donald
3A3KKYU7P3FWS9BT16R5NZOUMH7MWU-2,Jennifer was better at playing sports than Laura was although _ was much more athletic.,E,Jennifer,Jennifer,Samantha,Michael,Laura
3A3KKYU7P3FWS9BT16R5NZOUMH7MWU-1,Jennifer was better at playing sports than Laura was because _ was much more athletic.,D,Emily,Elena,Laura,Jennifer,Lawrence
3AXFSPQOYQW4GFJD8K4D3JADNLLJFQ-2,"Dennis liked pop music, but Jason preferred classical music. _ liked music with string instruments.",D,Jennifer,Dennis,Lawrence,Jason,Natalie
3AXFSPQOYQW4GFJD8K4D3JADNLLJFQ-1,"Dennis liked pop music, but Jason preferred classical music. _ liked music you can dance to.",E,Jason,Robert,Eric,Christine,Dennis
3R5LWXWHR06BPZKX08PWCDI4Z2QGX8-2,"At the mall, Laura applied makeup on Betty to beautify her because _ was not very attractive.",E,Laura,clay,Craig,Rebecca,Betty
3R5LWXWHR06BPZKX08PWCDI4Z2QGX8-1,"At the mall, Laura applied makeup on Betty to beautify her because _ was an expert.",E,Logan,Betty,Samantha,Mary,Laura
3R6RZGK0XHQY1QZ9EXMKNQGVH4HYV4-2,"Randy learned to fish from Derrick, because _ was a professional with years of experience.",B,coach,Derrick,Brett,Randy,Jason
3R6RZGK0XHQY1QZ9EXMKNQGVH4HYV4-1,"Randy learned to fish from Derrick, because _ was a novice with only days of experience.",B,Brian,Randy,Derrick,Ryan,Aaron
3QD8LUVX4XWD92VDJC658GRFE7NX5F-1,While the woman Kayla was driving Maria to her first day of kindergarten the police officer gave _ a ticket.,D,Kyle,Emily,Maria,Kayla,Amy
3QD8LUVX4XWD92VDJC658GRFE7NX5F-2,While the woman Kayla was driving Maria to her first day of kindergarten the police officer gave _ a lollipop.,D,Logan,Kayla,Elena,Maria,Monica
3PKVGQTFIHIREUJLLF5AUV3K8W3YRZ-2,Amy wanted a soft toothbrush but Mary wanted a firm one because _ was concerned about tarter.,B,Cynthia,Mary,Betty,Amy,Leslie
3PKVGQTFIHIREUJLLF5AUV3K8W3YRZ-1,Amy wanted a soft toothbrush but Mary wanted a firm one because _ was concerned about soreness.,B,Ryan,Amy,Angela,Mary,Monica
3IV1AEQ4DTRAVP8XK4A7LPH0UT2J86-2,Jeffrey build a house for Kenneth so _ will have a nice new place to live.,C,Christine,Neil,Kenneth,Jeffrey,Steven
3IV1AEQ4DTRAVP8XK4A7LPH0UT2J86-1,Jeffrey build a house with Kenneth's help so _ will have a nice new place to live.,C,Brian,Craig,Jeffrey,Kenneth,Natalie
3HRWUH63QU08X8H9H6JWAE0H7AE5NX-1,"Megan had a baby whereas Katrina had a college aged child, so _ still had to change diapers.",E,Samantha,Angela,Katrina,Rachel,Megan
3XD2A6FGFP838XAXCQPZDM3X9DR9SI-2,Megan received flowers from Carrie because _ wanted to ask them out on a date.,B,Eric,Carrie,Megan,castle,Lindsey
3XD2A6FGFP838XAXCQPZDM3X9DR9SI-1,Megan gave flowers to Carrie because _ wanted to ask them out on a date.,B,Elena,Megan,Carrie,Kayla,Laura
35U0MRQMUJ57DNW0OC1MT1ULA7DOVS-2,Emptying the litter box was a dreaded chore for Adam while Lawrence didn't mind doing it. _ never tried to get someone else to handle it.,C,Adam,Ryan,Lawrence,Aaron,Christopher
3DGDV62G7O7G1WAZF2UQGW20NHGP28-2,"Matthew spent the weekend watching a baby while Benjamin was on vacation, and _ made sure their vacation was relaxing.",D,Jeffrey,Matthew,Leslie,Benjamin,Donald
3DGDV62G7O7G1WAZF2UQGW20NHGP28-1,"Matthew spent the weekend watching a baby while Benjamin was on vacation, and _ made sure the baby was fed.",E,Nelson,Robert,Randy,Benjamin,Matthew
3ZCC2DXSD720BVV7ZAX42RWH6ZLYYV-2,Kevin found running the marathon easier than Dennis. _ had repeatedly meant to stop smoking.,E,Matthew,Kevin,Joel,coach,Dennis
3ZCC2DXSD720BVV7ZAX42RWH6ZLYYV-1,Kevin found running the marathon easier than Dennis. _ had finally decided to stop smoking.,D,Eric,Craig,Dennis,Kevin,Nick
3SX4X51T82N2FOS9XFMQPC4GIKHOAI-2,"Lawrence planned to steal the valuable painting from Michael, because _ finally owned something beautiful.",D,Samuel,Mary,Lawrence,Michael,Steven
3SX4X51T82N2FOS9XFMQPC4GIKHOAI-1,"Lawrence planned to steal the valuable painting from Michael, because _ wanted to own something beautiful.",E,Jennifer,Michael,Angela,Kyle,Lawrence
3J6BHNX0UB6Q9G1J8RZ24178YD1KNU-1,The idea was given to Steven to mull over and not Ryan because _ is more creative.,E,Ryan,Dennis,Ryan,Joel,Steven
