ID,question,option1,option2,label
34HEO7RUG885C1KPP73UJ79LTXAAR2-2,"Tanya needed help from Cynthia to get down the stairs in her huge wedding dress, but _ didn't make her feel silly.",Tanya,Cynthia,2
3X7837UUADW8XMQ27R199DX0Z3RJ6Z-2,I prefer miniature dogs to full-size dogs as a pet as the _ take up too much room in my apartment.,miniature dogs,full-size dogs,2
32CAVSKPCENM4G0ZDKT6LJFU3VPU1T-1,Maria was able to get ahead in life compared to Lindsey with a graduate degree so _ had good money.,Maria,Lindsey,1
3M7OI89LVYMLP8KWXZKNM9K59J7C63-1,He thinks the sculpture he bought is so much better as art than the painting I bought just because the _ is expensive.,sculpture,painting,1
3CIS7GGG65HLOHUBP8OLS3YOS4UEUX-1,"The snow was a huge inconvenience for Kevin but Ryan liked it very much, because _ was sensitive to cold temperatures.",Kevin,Ryan,1
3OB6JN3A9QNRKDU72CHZ00GDU1LMRI-2,"Kayla has a muscular body while Jessica does not, mostly due to the fact that _ spends no time pumping iron.",Kayla,Jessica,2
38F60IALAIVMR3ZZ1UBWUGYRAYV0TM-2,"The academy was not ideal to groom a child for manhood, compared to the school.  The _ was outstanding in education.",academy,school,2
35A1YQPVFGUVDW5P4OI4X4S8EHTI5R-2,"He was surprised to see the flag still in the gym instead of the expected plaque, as he had figured the placement of the _ was intended.",flag,plaque,2
3M67TQBQQHMKECPWBSR80OLJZHM9A1-1,The young couple was furnishing their new home and decided to buy the drawer but not the dresser because the _ was discounted.,drawer,dresser,1
37OPIVELUWHSN76MT2R0537F6KSHAK-1,Monica gave Angela a jar of homemade strawberry jam as _ likes to grow fruits and vegetables himself.,Monica,Angela,1
33W1NHWFYJZJTO5P5OOO0F1CQD4ZTF-1,Carrie needed to twist backward to talk with Monica because _ was in front of her.,Carrie,Monica,1
33QQ60S6AUW1RGEO1Z16ZCKTSIS0UE-2,Jim was happy to trade my desk for his computer.  He thinks the _ will work badly.,desk,computer,2
3D1TUISJWKECYBV45PQC5GKOD4JIUI-2,Adam finished the New York marathon 3 minutes after Dennis. _ was faster than him.,Adam,Dennis,2
3XABXM4AJ3JRHCCAFUUGIQTL7NMQ8R-1,"Robert had their lost loved one's ashes stored in an urn, but Lawrence had their lost love one buried. _ never had to drive to the graveyard to pay respects.",Robert,Lawrence,1
3PKJ68EHDPA3O09QN84DY2AZYL8HJI-1,Emily voraciously tore into the rabbit meat whereas Angela couldn't even look at it since _ was hungry.,Emily,Angela,1
31MCUE39BM0E3QCQ0HU8XVH8LOYG3R-1,"Mushrooms are a favorite of Maria, but Rachel can't stand them one bit. _ is open to new foods.",Maria,Rachel,1
33TGB4G0LPFFU463K8O3BWXTPT2XTW-1,Choosing paint was easier for Emily than Mary because _ had a strong knowledge of color theory.,Emily,Mary,1
3R868ACW4SA0UUKC1QDH9YYFCHJZGI-2,"Monica had to iron the wrinkles out of their shirt, so Victoria lent them a hand steamer. _ kept asking for them to return the hand steamer.",Monica,Victoria,2
3GL25Y6843SBH9GJBBNRPI21VHLXM2-1,"Cynthia showed Rebecca how to prepare the strawberry cheesecake, since _ was a cooking professional.",Cynthia,Rebecca,1
3FVBZG9CLLSWMU8410U7GXV2X210H5-1,Mary found the taste of squirrel pleasant while Natalie found it awful. _ had the Brunswick game stew for lunch.,Mary,Natalie,1
3FBEFUUYRK3XWTNYDLOWGEUH4Y96AD-2,Joseph wasn't able to install the roofing like Logan because _ was experienced in roofing.,Joseph,Logan,2
3R5LWXWHR2MQJOJ4K61W4B6DTAUGX7-1,"Ryan wondered if Donald thought he was an enemy, but _ was probably being paranoid.",Ryan,Donald,1
3XEDXEGFX52NOK9C7LX4TPBVRO10KJ-2,"The stores used posters instead of flyers, but the overall cost of distribution for the _ was cheaper.",posters,flyers,2
3HXCEECSQO7FAA4JFUBN8WTR55VZYT-2,"Samantha needs an advice from Betty on how to prevent mascara from smudging, so _ gives her an advice.",Samantha,Betty,2
3P0I4CQYV0LZM1VCYKII7117AP9WOY-1,Hunter bought a vehicle to commute in but not Dennis because _ had a driving distance to work.,Hunter,Dennis,1
3JUDR1D0D85GVXALZDLF8ZGJMR02QH-1,The light can still enter the house by the space left beside the curtain at the window. The _ is too small.,curtain,window,1
3PKVGQTFIJY68JIS5DHAMTRTXUMRYH-2,"I threw the boomerang and it hit a window, but luckily the _ was too sturdy for there to be any damage.",boomerang,window,2
3P458N04Q1FLA5CQ1T47A9O3PIU2XI-2,"Benjamin liked to eat citrus fruits in the summer but Lawrence does not like them, so _ threw out some citric fruit that was given to them from the store.",Benjamin,Lawrence,2
31GN6YMHLR6EKTN551ZRR6B98MFSWD-2,"She wanted to make a toilet paper roll butterfly by using the roll's tube and paint, but was unable to finish because the _ was too large.",paint,tube,2
3SD15I2WD48C6XNKO4LML44KT9H360-2,She wanted to save more money so she cut back on buying a daily magazine but not coffee because the _ was essential.,magazine,coffee,2
36JW4WBR08YNJYNU4IDSJ4I6321HFX-2,Justin got sick one day. Lawrence decided to care for him until _ was too tired.,Justin,Lawrence,2
3XEDXEGFX52NOK9C7LX4TPBUPHFK0Z-2,"During visits, Joel 's sofa was always giving Hunter stiffness in his back. _ was told to stop visiting.",Joel,Hunter,2
3Z8UJEJOCZBKURQB2DCYDG7DONE39A-1,Tanya loved the flavor of thyme in food but Katrina did not. _ grew some thyme on their window sill.,Tanya,Katrina,1
3CESM1J3EI1U36Q1EQKOY3R81YL6W0-2,"She loved dancing on the wood stage, but avoided the plastic stage, because the _ worked worse with her shoes.",wood,plastic,2
3X55NP42EQUKG35P30KVR4V0M4GP3D-2,The glasses were thicker than the contact lenses and that made the _ more transparent.,glasses,contact lenses,2
31D0ZWOD0AX2II1JBW8F7DKQWC5A01-2,Ray was tasked to ensure the family business ran smoothly. The _ was very important.,Family,Business,2
3M47JKRKCXZJD5UJGN4IKNOMJSE68J-1,"Sam needed to decrease either his fat or sugar intake. He chose to stop eating the _ foods, due to his love for sweets.",fat,sugar,1
3D17ECOUOG9HZBMNIY95Q8D3KXE31C-1,I preferred snow to the cold rain because the _ was more pretty and did not soak me to the bone.,snow,cold rain,1
3EHVO81VN5JHZUUFDLM724Q4E0O1HV-1,Bill poured the entire bowl of cheese snack into his mouth until the _ was full.,mouth,bowl,1
3QMELQS6Y59PVA9FFWAIB4JR42X6RL-1,Craig liked to play with the large cattle but not Kyle because _ found them to be familiar.,Craig,Kyle,1
3D1UCPY6GINZAB68HJIK5I0BYMV83E-1,"To overcome behavioural bias, we need to focus more on changing the conscious actions instead of the unconscious actions because the _ actions are involuntary.",unconscious,conscious,1
3MIVREZQVJCBCDEBOJRJ8V2C2XTKQ1-1,"When Aaron was told to get out of bed by Brian, _ rolled over and went back to sleep.",Aaron,Brian,1
3VDVA3ILIFTITNYBDDGP922COVF1G0-1,"Maria asked Cynthia if she could borrow some fuel for her car, as _ had a shortage of it.",Maria,Cynthia,1
3OLZC0DJ8JDXH1LXQHOH94YZY2LIV6-1,Felicia would make toys for their kids while Samantha would buy them since _ is poorer.,Felicia,Samantha,1
3SSN80MU8CMGRLGGQZABA5AXBYFKXM-2,Cynthia asked if Victoria for help on buying an item online but _ had no knowledge on the topic.,Cynthia,Victoria,2
32LAQ1JNTB327PBFZ1PGJNMXOVPUTL-1,"Betty was angry at Emily and sought revenge by chasing her with the airgun, _ shooting pellets.",Betty,Emily,1
307FVKVSYRD1Y4LMNUJX9P8D7ZX742-1,"Because Kyle was a vegetarian and Kevin was not, _ ordered a salad at the restaurant.",Kyle,Kevin,1
30ZKOOGW2W42P7M17FCFLI301771AX-1,Emily takes prescription medicine for their pain but Cynthia only uses essential oil as _ does not have issues with addiction.,Emily,Cynthia,1
3I4E7AFQ2MDTT90LN2L2CLDM751TJE-2,"Laura borrowed a jacket from Kayla because she was cold. When it wasn't returned, _ was angry.",Laura,Kayla,2
32W3UF2EZQZM4AFPY938H9O03VOC4M-1,I need either an action or romance film to watch with my boyfriend. He's actually into that sappy stuff so maybe the _ film.,romance,action,1
3I7SHAD35MUH2UASTYJTVJPDTVN7MC-2,"Knowing that Brian was in an abusive relationship, Joel offered a place to stay, because _ was being concerned.",Brian,Joel,2
37PGLWGSJVKYVFQSBBMAZTBQBYPKIX-1,Dividing the candy was more difficult than dividing the apples because every kid wanted the _ .,candy,apples,1
3TZDZ3Y0JS4OKOCWF9YFPNSGVNG91D-1,All of the hipsters were interested in the new shoes from the company but not the jackets because the _ were trendy.,shoes,jackets,1
3MDKGGG61QL2BPM7JLFDBJK9SNU6TY-1,Dennis could build a house on their own but not Derrick because _ had a plethora of construction knowledge.,Dennis,Derrick,1
3L55D8AUFAVN8SU23IFF504Y8UNYCE-2,"Ben liked both moths and butterflies, but he found people liked the _ better because they were dull.",butterflies,moths,2
3L55D8AUFCB22HT9NGRFXYS7YP9YC1-2,The offensive photos that showed what happened at the various events had to be removed because the _ were proper.,photos,events,2
3PUOXASB571LFKX4NK77HHCS8389ZJ-2,"For a trip to the Rocky Mountains, Monica’s family brought along the sleds instead of the skis because the kids had never been on the _ .",sleds,skis,2
33TGB4G0LRVUOT5A46033UL1ID6XTG-1,Kenneth was really scared to have surgery but Neil was very brave about it. _ was under a lot of stress.,Kenneth,Neil,1
3OYHVNTV5TWTXC2OP8NFRSJ4ZS1OK8-1,"The doors collapsed instantly while the windows were intact, since the _ were weak against the pressure of the wind.",doors,windows,1
3OND0WXMHWDGJVORP9HM9O9Y3A4HE8-1,"Jeffrey demanded that Ryan pay him what he was owed for his labor, because _ finished the work.",Jeffrey,Ryan,1
3L21G7IH49AIFEJB7J2VG29FSGRY1S-2,The shrub needed to be pruned less than the tree because the _ had more leaves.,shrub,tree,2
3AC6MFV69MWTOFEU5U7ZMWYOFUNHZN-2,The children's book about monkeys sells more copies than the one about grasshoppers. Kids must dislike connecting with _ .,monkeys,grasshoppers,2
3VI0PC2ZAYIZHC1VOR24HMR6VY2OXD-2,Many people supported the petition for higher pay and less corruption because the _ in the area was high.,pay,corruption,2
30IRMPJWDZHWUPU4H04JLNO9AE7RK4-2,the soup was great and enough fro the guests  but needed a little salt added. the _ was much.,salt,soup,2
3FDWKV9VCN0J05MO66C45B3X6G6UMC-2,The new deodorants work better than the old antiperspirants because the _ have old technology.,deodorants,antiperspirants,2
3CRWSLD91K2ON02RAK0V65B8OWIMOV-2,It is always a noble act to donate your body to science. The _ is very practical.,Body,Science,2
3Y40HMYLL3W9O6KZ4BQD8Q731RDXU7-1,"Samantha's home is filled with pots, pans, and skillets, but Lindsey does not have many. _ eats at home more.",Samantha,Lindsey,1
3O2Y2UIUCS8ELOO2A3GPWWYYVVKKF7-2,Natalie told Kayla to her face that she had horrible breath; then _ ate some breath mints.,Natalie,Kayla,2
3WRAAIUSBLDP9X61Y69M8PVAV5WAXK-1,The science around the tropical flower had to be double-checked because the _ was inconclusive.,science,flower,1
3UXQ63NLAC0ZSDU4Q16US6KS5N6BL8-2,Christopher preferred fruit while Lawrence liked to eat vegetables so _ got a few carrots.,Christopher,Lawrence,2
3I7KR83SNABQQPYINJ4XU2OF4WF9KL-2,Family pictures are better taken outdoors in the yard rather than indoors in the building because in the _ there is worse lighting.,yard,building,2
3X52SWXE0ZJYDCY98F9RC17QLFAWCT-1,"Lawrence shovelled their driveway after the snow storm while Aaron avoided doing so, so _ had a driveway that was free from snow.",Lawrence,Aaron,1
3AA88CN98P15RQ6QVVWDTJH6D5XKYI-1,"Samuel felt the effects of the alcohol more quickly than Donald, as _ drank on an empty stomach.",Samuel,Donald,1
3DWGDA5POHI1BKO628FB935MBD11VT-1,"On a double-pan balance, a pan containing a one pound package is lower than the other pan containing a 16 ounce bottle. The _ is heavier.",package,bottle,1
38O9DZ0A62L8RQSU06VHAWBJSCR62K-2,Christmas was a special holiday to Eric but not Adam since _ was a Jew.,Eric,Adam,2
3HEM8MA6H9AXTFCKHDKRCE03817PQW-1,The lumberjack tried to put the wood in the shed but the _ was too large.,wood,shed,1
3S8APUMBJZXDSLK84Q3WXTF88N0FBF-2,"Patricia performed exercise less frequently than Maria, and _ was constantly in the gym working out.",Patricia,Maria,2
3A520CCNWPEG3XFK31JUK0A2E2NAEG-2,"I moved my wet clothing from the suitcase to the laundry bag, and as a result, the _ became heavy.",suitcase,bag,2
3XT3KXP241CRW05397S9PA69B92I62-1,"The shirt was in the cardboard box and the book was sitting on top of it when it rained, so the _ got wet.",book,shirt,1
3VJ4PFXFJ5LXSTC6T1YZOIW50MNAUV-1,There were more ants under the carport than in the yard because it was wetter in the _ .,yard,carport,1
337F8MIIMZBNGTL22VYOUAYQZN1049-2,"When it came to divorce time, Erin had a good family lawyer and Cynthia did not, so _ came out with less assets.",Erin,Cynthia,2
3CIS7GGG65HLOHUBP8OLS3YOXIYEUY-2,Ben kept his relationship stable by telling the truth and buying his girlfriend a present. He found that the _ was more superficial.,truth,present,2
367O8HRHKG6NH25EBXH84G49ZYDS4O-2,The cat liked the garage instead of the house because in the _ the children bothered it.,garage,house,2
31SIZS5W5BTXZHR6E30G97ORZHVQRW-1,I bought a steel property at the same time as my wooden property. The _ property was softer.,wooden,steel,1
3ACRLU860NC6SIL5PH7QND608YTEBL-1,Justin stood in front of Benjamin which completely hid them from view behind them since _ was wider.,Justin,Benjamin,1
33NKDW9FFZWD2C3ZIK5DEKLXU1TCXJ-1,"At the beach, Emily collected some seashells for her mother Maria. _ polished the seashells before giving them away.",Emily,Maria,1
3O2Y2UIUCS8ELOO2A3GPWWYYVLTFKR-1,"Felicia was kept in the hospital while Tanya was released, because _ tested positive for the disease.",Felicia,Tanya,1
3CVBMEMMXBEVAG9H213G3EHHC9OH7D-1,"Kayla threw the phone to Rebecca, then _ asked for it to be thrown back.",Kayla,Rebecca,1
3T2EL38U0OYHWDDIN268YPAFZ46XQ0-2,"Menopause has its downsides, but you save money despite having to take medicine because you no longer have to buy menstrual products, and the _ end up being more expensive.",medicine,menstrual products,2
371DNNCG440PF35VC0CBVXG033L8TY-2,Robert helped create an internet viral video sensation of Kyle when _ danced in video.,Robert,Kyle,2
33N1S8XHHOZIK4TG354EU9II0U61Z5-2,So _ was calmed by the pig because Rachel has been attacked by one before and Samantha owns a farm.,Rachel,Samantha,2
3GS542CVJVLN86DFGW0RSD5X74X595-1,Nick needed to be more energetic and Ryan offered to help because _ needed a good health plan.,Nick,Ryan,1
3DW3BNF1GHG4SV9KHVCQWF4LV6G8VO-2,Tanya knew much more about their neighbor than Monica although _ was always spying on them.,Tanya,Monica,2
3HXK2V1N4KDAOJH0CJ43MNO8R522GP-1,The homemaker took the dishes out of the dishwasher and put them in the cupboard until the _ was empty.,dishwasher,cupboard,1
3CZH926SICCM7J0WA2X3FZ0UTPHE4H-2,"Craig had cereal for breakfast while Dennis had a shake, so _ finished drinking their breakfast.",Craig,Dennis,2
3K3IX1W4S6P56Z53SHN5MELY4M0APV-1,The rod is better than the pipe for fitting in tight spaces because the _ is thinner.,rod,pipe,1
35YHTYFL1G1D7AJ7P9IW67L7IASVFR-1,"Because Robert was experiencing hair loss and Brian was not, _ was jealous of his hair.",Robert,Brian,1
3SZYX62S5GYJUNPM1Z27EHERCF675U-1,Brian wrote a long message on the poster instead of Nick because _ was much more creative.,Brian,Nick,1
3OREP8RUT4PJ6LG3FA9EFEFK90NGBY-2,James ran out of makeup when making up his face. He never knew the _ was so small.,face,makeup,2
311HQEI8RSEH119B8N9N3LLMDDH7Z2-1,When Elena was walking on the street she saw Amy fall into a puddle. The laughter of _ was very loud.,Elena,Amy,1
3NSCTNUR211G7EMRS0QRG64Q2NB5AS-2,"The dance was great, but the party after was something to avoid, as the people at the _ were so miserable.",dance,party,2
3FHTJGYT8NY6GQI6EHFFI0W12EYPG1-2,Julie emptied the water bottle into the cup on her desk until the _ was full.,bottle,cup,2
3UV0D2KX1OXT7MZZPBT9PF92Y9UF4C-1,"Kayla grew their nails longer than Jennifer, because _  had learned to distract herself from biting them..",Kayla,Jennifer,1
3XBXDSS888HRBRYYBZMCP5NCVFMLXL-1,Laura but not Felicia needed a new wardrobe because _ got a new job as a salesperson in the mall.,Laura,Felicia,1
3XU9MCX6VQQG7YPLCSAFDPQOJIUR2A-1,She ordered ginger ale to drink instead of lemonade because the _ tasted bad to her.,lemonade,ginger ale,1
3L55D8AUFAVN8SU23IFF504Y8VJCYQ-2,Christine was liberal and Samantha was conservative so _ cheered for the speech about being pro-life.,Christine,Samantha,2
35XW21VSVGCJFACZHPGPQX6KLJ0SL7-2,Nelson asked Kyle if he could be his royal painter because _ is a art patron.,Nelson,Kyle,2
33P2GD6NRNQJ5VG1LVSP7JM3N67HKX-1,"He was hurting after falling on the floor, but didn't mind hitting the wall, because the _ was hard.",floor,wall,1
3JUDR1D0D6P118BEFF9FG1SASD32QD-1,Nick was helping Jason with their addiction because _ remembered how difficult recovery was long term.,Nick,Jason,1
3XJOUITW8W5AFW4YIS5B9MP9M4CTQZ-2,One way to make rice crispy treats will need chocolate and marshmallows with the _ starting off soft.,chocolate,marshmallows,2
3VIVIU06FKAEREROCPNQM8FM782IMG-2,"Lawrence attempted to claim the life insurance of Hunter through false documentation, when _ caught him in the act.",Lawrence,Hunter,2
3G5RUKN2EEH6SKIS4U8DESTSNJPN93-2,Carrie wanted Sarah to get a new phone for _ believed anything not the latest update acceptable.,Carrie,Sarah,2
3TL87MO8CO3P5U6KV3SQBWBELCZFLG-1,"Jim used a variety of shovels to dig the hole, but decided not to use the digging iron, so the _ became soiled.",shovels,digging iron,1
3A3KKYU7P3FWS9BT16R5NZOUMH7MWU-2,Jennifer was better at playing sports than Laura was although _ was much more athletic.,Jennifer,Laura,2
