context,question,answer,label,index1
Man wearing swim fins hangs from helicopter on hoist line .,Who is swimming?,from,no,4276
"Man in blue jack , sleeping or passed out on a red public space .",What is someone passed on?,a red public bench,no,2821
A woman poses with a minstrel in a city square .,Where does someone pose with something?,hall,no,3392
"A craftsmen sits , gazing intently at his work as he hammers a chisel at his work in order to carve small details onto the statue .",Where is someone gazing?,wife,no,3988
A mannequin dressed in lingerie is being advertised .,What is advertised?,mannequin,yes,3012
An Asian man is dressed as an explorer is posing with a woman dressed up as a movie starlet .,Who is dressed?,artist,no,1996
A that wearing headphones enjoys her coffee while writing on a notepad .,Who is writing?,A woman,no,3143
a blond child on a horse riding uniform carrying a teddy bear riding a donkey or other .,What is someone riding?,a donkey or pony,no,2463
This group is doing their best to try and enjoy the new hospital orientation .,Who enjoys something?,everyone,no,1138
A large explosion occured near a red car at a gas station .,What occured somewhere?,they,no,506
"A young boy wearing over - sized blue tank top and shorts , and a red and blue cap , is looking through the viewfinder on a camera placed on a tripod .",Where is something placed?,tripod,yes,1148
a sign telling you to accept jesus as your savior .,What is someone accepted by?,father,no,678
A man in a Tyrolean hat decorates a tan and white cow with ribbons and evergreen while a hand holds the cow 's head .,Who holds something?,a woman,no,3473
"A group of three individuals involved in an event geared towards epilepsy , singing and performing for a group of people .",Who was singing?,were,no,4264
A male and a female looking at snippets of things .,What is someone looking at?,snippets of paper,no,273
Two men practicing MMA submission holds,What holds something?,from,no,992
"Performing some bike maintenance , the lady lubricates a frame before assembly is completed .",Who performs something?,team,no,850
A man wearing a black suit is surrounded by many people inside a building with busts of people on the wall .,Who is wearing something?,someone,no,46
A man grills hotdogs and bratwurst on a grill on a street corner .,What does someone grill?,hotdogs and bratwurst,yes,3695
A man in plaid strums and guitar while singing into a microphone in time .,Where is someone singing?,into a microphone in stage,no,3161
"A young man is looking for a ride on a country road , sitting on a grassy field with a large tree and mansion in the background .",What is someone sitting on?,hill,no,2846
Muay thai fighters competing in a ring .,Who is muay?,people,no,3878
Someone grinding stones with a pestle .,What is something being ground with?,pestle,yes,2036
A this is laying down on the pavement of her campsite .,Who is laying somewhere?,A woman,no,2567
People are standing on a fire escape watching black smoke billow in the distance .,Where is something being watched?,world,no,3388
"overhead view of two children , a man and a woman , preparing a meal with potatoes .",Who is preparing something?,two people,no,855
"Race car flies by , in the lead of the race , closely followed by second and third places !",Where does something fly?,in the lead of the pack,no,4033
A then corners a little girl next to a police cruiser .,What corners something?,A dog,no,1981
A young brunette wearing purple and black floral stretch pants is attaching her bike to a finch .,What is someone attaching?,back,no,3272
A each holding a giant hotdog covered with mustard .,Who is holding something?,A woman,no,229
"The man is digging to find something important , gems , gold or other sort .",Why is someone digging?,like,no,1672
A paul is smiling as he presents a playbill or pamphlet to photographer .,Who presents something?,A man,no,2991
Two men are engaged in dialogue while sitting on a bench,What is someone engaged in?,play,no,1944
A this is photographing a Budweiser sprint car at a speedway smoking its tires .,Who is photographing something?,A man,no,1825
A most adorned buddhist or hindu religious figure wearing an ornate crown on an ornate throne holding a quill .,How was something adorned?,heavily,no,1609
a midget jumps over another midget .,What does something jump into?,midget,yes,1726
"A man controlling a dog sled approaches another dog sled team in a narrow , snowy passageway between two sets of trees .",Who sleds?,from,no,1958
"A young boy is dressed in a blue helmet , sweater , jeans and sneakers looks like he is going to go zip lining .",What is someone going to do?,##ping,no,3434
"A man wearing a plaid cap , his arm covered in tattoos , pours a mixed drink into a martini bottle that sits beside an squat liquor bottle with a silver label , a dark brown bottle with a light label and a green bottle with a striped , brown label .",What sits somewhere?,a martini glass,no,3947
A group of women being served hors d'oeuvres at an affair .,Who was served?,people,no,1428
A bride and groom are standing outside with a plethora of nicely dressed people behind everyone .,How is someone standing somewhere?,with a plethora of nicely dressed people behind them,no,1491
just in orange shirt thinking while drinking a margarita .,Who is drinking something?,Man,no,1563
A soccer player wearing bright green kicks a soccer ball so hard that it sends clumps of dirt and grass flying .,How does someone wear something?,over,no,3868
A group of theater students are jumping in sequence on stage .,Who is jumping?,people,no,1508
"The motorist driving a Toyota Camry is approached on a heavily congested road by a solicitor wearing a knit cap , read T - shirt , and blue lightweight jacket .",Who is driving something?,The motorist,yes,3701
