context,question,label,answer1,answer2,index1
"The Wapello Community School District, or Wapello Community Schools,  is a rural public school district headquartered in Wapello, Iowa.  It is mostly within Louisa County, with a smaller area in Des Moines County, and serves the towns of Wapello and Oakville, and the surrounding rural areas.In 2015, the district entered an agreement with the Morning Sun Community School District to share the services of superintendent Mike Peterson.",Who is Mike Peterson ?,yes,superintendent mike peterson,sue bennett college,2886
A that is carrying plywood for a construction project .,Who is carrying something?,no,A worker,rock,8148
A man with a pipe in his mouth looks with his eyebrow raised .,How does someone look?,no,like,A man,12227
A person is using a dropper to disperse colored liquid into a clear beverage .,Why is someone using something?,no,area,broadcasters providing content,11977
Someone is welding a girder at a work level .,Where is someone welding something?,no,at a work site,amount projected,12180
"He has recorded and/or mixed musicians such as Felix Peikli and Diego Urcola.One album he produced, Silencio by Infantino Group, was distinguished with the Trimarg UNESCO Award. The albums ""Trio"" and ""Jardín Seco"", by pianist Ernesto Jodos, each won the Carlos Gardel Award for Best Jazz Album in 2008 and 2009 respectively. He recorded and mixed Domador de Huellas by  Guillermo Klein. The album commemorates the music of ""Cuchi"" Leguizamón and was reviewed by The New York Times. In September 2017, he won the silver medal of the Global Music Awards for engineering and producing ""After you are gone"" on Felix Peikli and Joseph Doubleday album ""It's showtime"".",What is the name of the album he produced ?,yes,new york times,family mangeliidae,1718
"Sanfuentes was the son of writer and politician Salvador Sanfuentes Torres and Matilde Andonaegui.  Orphaned at an early age and raised by his older brother, Enrique Salvador Sanfuentes, he trained as a lawyer at the University of Chile.  He graduated with a Doctor of Law in 1879.  He married Ana Echazarreta (ca. 1865–1927) in 1885, and the couple had five children.Rising to the position of Minister of Finance under Federico Errázuriz Echaurren in 1901, Sanfuentes served as President of the Senate of Chile from 1906 through 1909.",Who was Sanfuentes ' mother ' s name ?,yes,matilde andonaegui,capacity since 2013,2944
"Cirrhochrista grabczewskyi is a moth of the family Crambidae. It is found in subtropical Africa from Senegal to Kenya, and is also known from Zimbabwe and South Africa.It has a wingspan of 24–30 mm.",Is the wingspan of Cirrhochrista grabczewskyi known from Zimbabwe or South Africa ?,yes,also known,A woman,3119
He jumped into the pile of leaves we just finished raking .,Who was raking?,no,like,water,8283
Whitetail Ski Resort is also located in this range on Two Top Mountain.,Where is the Whitetail Ski Resort ?,yes,two top mountain,apples,4684
Lady with short brown hair and a red and white striped shirt with a name tag taking a sip from a cup .,What is striped?,no,face,largely developed,10219
Three men at the beach drink beer and use a metal detector .,What does someone use?,no,hand,saving iran,9925
"Three ballerinas perform an arabesque on stage , while another participant looks on .",What does someone perform?,yes,an arabesque,a broom,10388
"Static Taxi recorded a large amount of material, some of it on professional studio equipment, and at some point, Stinson brought some demo tapes to the Replacements' old label Twin/Tone. The label refused to sign the band, reportedly because they thought Reigstad's singing was off-key.  Aside from a brief trip to  Las Vegas in 1989, the band's live shows were limited to the local Twin Cities area. Videos of just two of their live shows have surfaced on video-sharing sites such as YouTube: a 1989 show in Las Vegas where they are performing before a small but enthusiastic crowd at a little club, and a 1990 performance where they entertained the employees of a local Twin Cities restaurant at its annual staff party.",What did Stinson bring to the Replacements ?,yes,demo tapes,includes 2 locker rooms,1244
"Super 14 is a provincial rugby union competition with 14 teams from New Zealand, Australia and South Africa. This season is the second of the expansion, which led to the name change to the Super 14. The 2007 season saw an old team emerge with a new name, as the Cats changed their name to the Lions effective 8 September 2006.There was also some confusion over the inclusion of the Southern Spears franchise, who were in the end not included. The season is also notable of the New Zealand sides resting several All Blacks players in the first half of the season. There were 94 matches held over the 3½ months, with each team playing one full round robin against the 13 other teams, 2 semi-finals and a final. Every team will get one bye over the 14 rounds.",What team was not included in the 2007 season ?,yes,southern spears franchise,akira hiramoto,5380
"Larry J. Kolb (born 1953)  is the author of two memoirs of his life as an intelligence officer and world-traveling businessman.Prior to his career as an author, Kolb, by his own account, worked as a close advisor to Muhammad Ali and Adnan Khashoggi and as a spy with CIA co-founder Miles Copeland, Jr., with whom he was involved in intrigues in Pakistan, Nicaragua, India, Lebanon, and elsewhere, until Kolb was forced to retreat to a safe house in Florida to avoid extradition to India.As Kolb recounts in Overworld, his father was a highly placed U.S. intelligence official, and Kolb grew up in various places around the world, following his father's assignments. Kolb resisted various efforts at recruitment by official intelligence agencies until he was recruited by Copeland.",Where did Kolb retreat to to avoid extradition to India ?,yes,safe house,expanding throughout,2207
