question,label,answerA,answerB,answerC,answerD,id
"other than matches, name something people use to start a fire.",D,screws,upside,darker,lighter,2014_protoqa
"if you drew homer simpson's name in a secret santa exchange, what would you buy him?",D,coffee,food,wine,beer,3301_protoqa
name something you imagine you'd see all over if you went to australia,D,raccoons,gypsies,squirrels,kangaroos,155_protoqa
name something specific that people repair for a living.,C,vehicles,bikes,cars,trucks,6300_protoqa
name something thats forbidden in most swimming pools,A,peeing,drooling,pooping,farting,4480_protoqa
name an expensive cut of beef.,B,ribeye,sirloin,wagyu,tenderloin,3991_protoqa
name a high school subject that was a total waste of time.,D,mate,regular,pool,gym,4716_protoqa
name a reason you might go without tv for a week.,D,illness,guilt,suffering,punishment,3694_protoqa
name something a man with a big belly looks like he just swallowed.,D,pineapple,grape,sour,watermelon,6339_protoqa
name a place where you often find an elevator.,C,park,cafe,hotel,york,2299_protoqa
name something people look forward to a change of.,D,today,snow,degrees,weather,7086_protoqa
name a specific type of math class offered in high schools.,C,geometry,calculus,algebra,chem,6625_protoqa
what would you hate to learn that you did after a couple of drinks at the office party?,C,trotting,galloped,streaked,darted,7561_protoqa
what profession would you want your mate to have just because itd be useful around the house,D,handyman,mechanic,electrician,plumber,7532_protoqa
name a job that might require speaking more than one language.,C,campaigner,historian,interpreter,one-term,293_protoqa
name something that's a lot more expensive this year than it was last year.,C,pipes,tyres,gasoline,cement,5187_protoqa
name a celebrity who probably has their plastic surgeon on speed dial.,B,conor,cher,murs,adore,2983_protoqa
name a fruit people put in cakes,D,marshmallows,grapes,blueberries,strawberries,5470_protoqa
"when ordering pizza,name something extra you might ask for.",D,fries,salad,peanut,cheese,1016_protoqa
"name a food item a restaurant might offer as ""all-you-can-eat.""",A,chicken,fried,salad,cheese,6658_protoqa
name something that might live in a crypt.,C,hubby,aunty,mummy,mommy,7271_protoqa
name an olympic event that has a judge.,C,swim,swimming,skating,snowboarding,3988_protoqa
name something a housekeeper should not open,C,account,link,mail,app,3515_protoqa
name something you're afraid to do by yourself.,B,market,travel,visit,express,429_protoqa
name something women talk about with their hairdressers.,A,men,man,bra,an,6951_protoqa
name something that gets carved.,C,popsicles,s'mores,pumpkins,smores,7020_protoqa
name something you tap.,A,foot,bite,pull,car,6050_protoqa
name a type of test that people are nervous to get the results for.,A,pregnancy,punishment,marriage,orgasm,4923_protoqa
name something that happens to most people but not to santa claus,D,child,murder,kills,death,5633_protoqa
"complete the phrase ""state of"".",D,nothing,everything,life,mind,3269_protoqa
name something someone on a diet might do once every day.,C,arguing,lying,cheating,disrespectful,4806_protoqa
name a game you need dice to play.,D,scout,scrabble,clubs,monopoly,5646_protoqa
name something about a cartoon character that might be brightly colored,A,clothes,pants,shoes,glasses,5511_protoqa
name one spanish word everyone knows.,C,extraño,oye,hola,gracias,415_protoqa
name something or someone youd see at a nightclub,A,people,especially,those,other,6627_protoqa
name a job which you need to wash your hands often,C,physician,therapist,nurse,receptionist,6182_protoqa
name a type of fruit you could grow on a tree in your backyard.,B,grapes,apples,tomatoes,onions,425_protoqa
name something kids hope to someday have just like their parents.,B,on,car,truck,front,5865_protoqa
"name a phrase that begins with the words, ""top of the...""",D,night,sunday,good,morning,7432_protoqa
name a job in which you could wear shorts to work.,C,greyhound,kennel,lifeguard,chaperone,513_protoqa
name something you take with you wherever you go.,C,dash,pandora,keys,rolling,6071_protoqa
name something people put a padlock on.,C,tear,guts,shed,burn,4834_protoqa
tell me something mothers tell their children not to do in public.,D,scared,scream,scare,yell,6396_protoqa
name something you might see at a bus stop.,C,those,especially,people,other,6831_protoqa
name something in an office that drives people crazy when it is not working.,A,copier,plume,portable,coller,6936_protoqa
name a relative you'd rather not see during the holiday,D,auntie,nephew,grandma,aunt,3378_protoqa
name a practical but unromantic gift that husbands buy their wives for christmas.,B,registry,appliance,mechanical,utility,5964_protoqa
name a way that you can track down an old friend,A,internet,media,facebook,online,390_protoqa
name the high school subject you use least often today,A,science,studies,research,english,3605_protoqa
name a state whose natural disasters would make you afraid to live there.,D,texas,georgia,chicago,florida,4804_protoqa
tell me something you would take with you if you were forced to evacuate your home.,D,cat,dog,fish,pet,5287_protoqa
"tell me something about ""snow white"".",C,love,lovely,beautiful,gorgeous,2045_protoqa
"name a person you don't necessarily like, but are obligated to get along with.",A,in-law,inlaw,sister-in-law,grandmom,7336_protoqa
name something you do not want to be caught in the rain without.,C,dust,sand,umbrella,rope,315_protoqa
name a brand of women's perfume.,D,prada,pink,vintage,chanel,5049_protoqa
something about a person that cosmetic surgery can't fix.,A,personality,attitude,expression,attractive,6351_protoqa
name something that you need gloves to handle.,D,fart,smell,puke,poop,3900_protoqa
"in a large family,what often gets mixed up with that of your siblings?",D,cleaning,dishes,washing,laundry,44_protoqa
name something that has the word pop in it,C,cookie,cookies,popcorn,cheesecake,6606_protoqa
name a place where the average person wouldnt last a day,B,quit,jail,cop,cops,4427_protoqa
according to men: what does george clooney have that you don't?,B,cash,money,pay,some,126_protoqa
name something parents teach their children how to save.,B,cash,money,pay,some,5871_protoqa
name a word or phrase used to describe milk that's past its expiration date.,C,grape,butter,sour,watermelon,5516_protoqa
name something that grows without being watered,A,hair,nails,glasses,eye,6877_protoqa
"we surveyed 100 married women...if you didn't cook for your husband, what would he do?",D,drown,fuss,devour,starve,1059_protoqa
besides watching it name something people do in front of the television,C,bread,bake,eat,drink,4304_protoqa
"besides coke, name another kind of soda.",D,lime,redbull,lemonade,sprite,4310_protoqa
tell me the age when a kid is too old to sit on santa's lap.,C,once,he,ten,one,3126_protoqa
name something your physician asks that would be strange to ask a person who you just met.,D,exercise,easy,healthy,weight,3429_protoqa
name a kind of place where people are herded-in like cattle.,B,premiere,concert,tune,stage,6980_protoqa
name something a drivethru worker might forget to give you that would be annoying,C,icing,sticks,straw,deodorant,5630_protoqa
name something a tennis player has.,A,talent,secret,important,action,1982_protoqa
name something you'd do if you could get away with it.,D,wrong,nobody,reason,lie,433_protoqa
name a game that a barfly would be a little too good at,C,hoops,rumble,darts,wrestlemania,144_protoqa
name something people postpone doing for as long as possible.,C,taxes,paying,bills,paid,2710_protoqa
name something some people might swipe from the neighbors.,B,reddit,newspaper,published,archives,765_protoqa
name something you have with you all the time.,C,text,line,phone,id,3033_protoqa
tell me how many sick days the average person takes in a year.,A,five,three,six,four,969_protoqa
name a greek god everyone knows.,C,gale,hades,zeus,sparrow,2800_protoqa
"tell me an activity that some people are told to do more of, and others are told to do less.",D,weight,effective,task,exercise,2039_protoqa
name something people ride that causes them to throw up.,B,on,car,truck,front,5078_protoqa
name a movie you might watch on valentine's day.,B,mars,titanic,batman,potter,4011_protoqa
name something people might turn their basement into.,D,apartment,rooms,bathroom,bedroom,4107_protoqa
name an animal that you could outrun.,C,frog,monkey,turtle,unicorn,3083_protoqa
name something santa might bring with him to keep from getting lost on christmas eve.,D,space,duty,satellite,map,212_protoqa
name something in a house that a spoiled kid might have their own of,A,tv,radio,video,channel,6729_protoqa
name something that some people are afraid to ride on or in.,B,elevator,airplane,fence,sidewalk,7116_protoqa
name something you'd need if you're making apple pie.,B,vegetable,crust,pickle,loaf,420_protoqa
name a body part you might want to be muscular for the summer time.,B,teeth,stomach,tummy,throat,5045_protoqa
name a sign that a tornado is coming.,C,hurricane,mighty,hail,tide,1298_protoqa
name something for which a mermaid may be jealous of barbie.,C,toes,feet,legs,teeth,119_protoqa
what might you see in a personals ad that makes you think it was placed by a barbie doll,B,rubber,plastic,wooden,bag,121_protoqa
name the person you would most like to be stranded with.,B,respects,spouse,judged,granted,3958_protoqa
which kind of pants are best to wear when you're planning to overeat at thanksgiving?,A,jeans,pants,heels,shorts,7542_protoqa
name something an accountant might do the day after taxes are due.,B,tired,sleep,wake,awake,6274_protoqa
name a way you might be able to tell your baby is really an alien,D,selln,snortin,stook,antennas,2488_protoqa
name something that can be spoiled.,C,sugar,bread,milk,butter,1415_protoqa
name something kids might collect from the beach,A,shells,rabbits,litter,fleas,6774_protoqa
name a movie monster you think is misunderstood.,A,frankenstein,hitchcock,monty,carrey,5920_protoqa
name something people push around.,B,rack,cart,lawn,trunk,1847_protoqa
