sentence,question,answer,label,category,id
The NMCC learned about United 93 from the White House.,How often is United 93 discussed?,every few months,yes,Frequency,4921_MC_TACO
"Human operators are there to monitor the systems, catch errors and fine-tune the production process for maximum efficiency.",What do the human operators do when they leave work?,go home,yes,Event Ordering,8763_MC_TACO
Einstein's affiliation with the Institute for Advanced Study would last until his death in 1955.,For how long was Einstein a faculty member at the Institute for Advanced Study?,22 months,yes,Event Duration,8351_MC_TACO
Tumble liked to walk around outside in the garden and dig small holes to sleep in.,How often does Tumble get to go outside?,twice per day,yes,Frequency,8626_MC_TACO
"Pushkin published his first poem at the age of fifteen, and was widely recognized by the literary establishment by the time of his graduation from the Tsarskoye Selo Lyceum.",What did Pushkin do after his graduation?,he continued to write,yes,Event Ordering,790_MC_TACO
The person may walk a half mile in the wrong direction!,How long will the person spend walking in the wrong direction?,15 months,no,Event Duration,5694_MC_TACO
"Wallace, 38, called Gastonia home from the age of 8 until she graduated from Hunter Huss High School in 1983.",How many times a week did Wallace go to school?,5 days a year,no,Frequency,3291_MC_TACO
All the puppies at the dog pound need a loving home.,How long will it take to find them a home?,one day,no,Event Duration,3919_MC_TACO
"He also had very short legs, but really big paws.",How long did it take him to grow his big paws?,2 years,yes,Event Duration,1341_MC_TACO
"They then took a boat to Africa and Asia, where they went on a trip through the mountains.",How often do they go on trips?,once a hour,no,Frequency,7111_MC_TACO
The king of Gandhara then stops everyone from grabbing the little food that is provided .,How often are they able to eat?,twice per minute,no,Frequency,429_MC_TACO
About a third of what we throw out is packaging.,How long does it take to throw it out?,15 days,no,Event Duration,2799_MC_TACO
But President Clinton insisted on including Pakistan in the itinerary for his trip to South Asia.,How long was President Clinton's trip?,one month,no,Event Duration,1887_MC_TACO
"At current rates of use, coal will last about 300 years.",How often are the coal reserves calculated?,every 18 months,no,Frequency,1226_MC_TACO
"Separately, Citadel posted a third-quarter net loss of $2.3 million, or 68 cents a share, versus net income of $5.3 million, or $1.61 a share, a year earlier.",Did Citadel report their earnings before the third quarter was completed?,yes at the beginning of the month,no,Event Ordering,3495_MC_TACO
"Durer rejected Alberti's concept of an objective beauty, proposing a relativist notion of beauty based on variety.",How long did it take Alberti to form his concept of objective beauty?,9 day,no,Event Duration,929_MC_TACO
"Billy loved to watch as Tumble ate his bowl of oatmeal, because Billy took good care of Tumble, everyday.",How long did it take for Tumble to eat his oatmeal?,1 month,no,Event Duration,6211_MC_TACO
Afterwards she felt a lot better and went to sleep.,When did she go to sleep?,after a few days,no,Typical Time,3212_MC_TACO
"Einstein was displeased with quantum theory and mechanics (the very theory he helped create), despite its acceptance by other physicists, stating that God ""is not playing at dice.""",When did Einstein work on Physics?,240 years ago,no,Typical Time,276_MC_TACO
"If I cannot carry my groceries or my laundry, how can I live?",What happened to the clothes?,they got dirty,yes,Stationarity,1951_MC_TACO
"This approach has been echoed by Lev Landau and Evgeny Lifshitz, and others, and has become standard.",How long did it take to become standard?,about a hour,no,Event Duration,762_MC_TACO
"As measured by these standards, we recorded the best year in safety performance in our Company's history.",What did the company do after their record year?,gave their workers a bonus,yes,Event Ordering,6681_MC_TACO
The report of American 11 heading south was the first; Delta 1989 was the second.,For how long did American 11 head south?,10 seconds,no,Event Duration,8459_MC_TACO
Atta and Omari boarded a 6:00 A.M. flight from Portland to Boston's Logan International Airport.,How many times a month do they fly on a plane?,555.56,no,Frequency,6855_MC_TACO
"He tried and tried to please every person who came to the store, but they all picked smaller puppies.",How long did he try to please the persons who came to the store?,for five weeks,no,Event Duration,2381_MC_TACO
At this early stage in its history Japan was already (for the most part) only nominally ruled by the emperor.,How long did the Emperor rule Japan?,1 century,no,Event Duration,3710_MC_TACO
"Zarco and Teixeira were appointed co-go­vern­ors of Madeira, while Perestrelo was awarded Porto Santo.",What happened after Perestrelo was awarded Porto Santo?,he went to jail,no,Event Ordering,1076_MC_TACO
The properties of matter depend on the types of atoms that matter is made of.,How often are new atoms created?,every 2 months,no,Frequency,861_MC_TACO
"It is also a love story , between Ace and Tobio , a trans woman .",Does the relationship still exist at the end of the book?,yes they're still together,yes,Stationarity,3519_MC_TACO
He them imprisons the royal family in his prison .,How long was the Royal family imprisoned?,100 years,no,Event Duration,1820_MC_TACO
"Advocating civil disobedience, he led his famous Salt March to the sea, to scoop up salt and circumvent the hated British salt tax.",What happened after he led his famous Salt March to the sea?,he swung back around,no,Event Ordering,9347_MC_TACO
He them imprisons the royal family in his prison .,What happened after word spread of the royal family being imprisoned?,he and his family doing odd jobs,no,Event Ordering,1827_MC_TACO
"Moreover, he said, technology now exists for stealing corporate secrets after they've been ""erased"" from a computer's memory.",How often are corporate secrets stolen after they've been erased?,approximately seventy times each second,no,Frequency,7203_MC_TACO
"On London's Stock Exchange, Reuters shares rose five pence to 913 pence ($14.43).",How long is the stock exchange open,it's open for 8 hours a day,yes,Event Duration,9361_MC_TACO
"Ratners's chairman, Gerald Ratner, said the deal remains of ""substantial benefit to Ratners.""",What time of day did he speak?,afternoon,yes,Typical Time,8707_MC_TACO
"Joe did and after he got a bandage on his arm, he and his father rode in the field on the tractor.",What did Joe and his father do after riding in the field?,they planted crops,yes,Event Ordering,469_MC_TACO
The fiction of Japanese imperial power had become infinitely extendable.,When did the fiction of Japanese imperial power take root?,1 second ago,no,Typical Time,9002_MC_TACO
"Then others were called on, and gave examples of their accomplishments in easy arithmetic and spelling.",How often do they share their accomplishments?,2.5 times a day,no,Frequency,8033_MC_TACO
A levee is a raised strip of sediments deposited close to the waters edge.,When was there a sediment deposit,last second,no,Event Ordering,1268_MC_TACO
"Over the centuries, the living here has always been easy enough to attract a steady stream of immigrants.",What happened after the immigrants arrived?,they went back home,no,Event Ordering,8188_MC_TACO
"Mzoudi studied in Dortmund, Bochum, and Muenster before moving to Hamburg in 1995.",What did Mzoudi do after moving to Hamburg ?,hamburg two years ago,no,Event Ordering,2107_MC_TACO
"When they meet , John accuses his father of abandoning him , but his father says that `` he left it up to John . ''",How many times per year does John and his father meet?,once per year,yes,Frequency,5593_MC_TACO
"The previous numismatic record holder was an 1804 U.S. silver dollar, which sold for $4.14 million in 1999.",How often are 1804 U.S. silver dollars purchased?,10 times a month,no,Frequency,8519_MC_TACO
"The origin of the funds remains unknown, although we have a general idea of how al Qaeda financed itself during the period leading up to 9/11.",When did al Qaeda begin financing itself?,2006,no,Event Ordering,8850_MC_TACO
"Tocqueville was a classical liberal who advocated parliamentary government, but was skeptical of the extremes of democracy.",What happened to Tocqueville after he stopped advocating?,he retired,yes,Event Ordering,9048_MC_TACO
