context,question,label,answer1,answer2,index1
"three young boys playing hear no song , speak no evil , see no evil",What does someone speak?,no,no evil,people,903
A man enjoys a distant moon sinking over the ocean .,What does someone enjoy?,no,a distant rainbow,The little girl with the tiara,2109
Two children display a stone with something on it while people in the background are reading .,How does someone display something?,no,with dialect,typically,1813
"A man in a University of New Hampshire t - shirt prepares to make smores with tinfoil , Hershey 's chocolate , graham crackers and marshmallows .",What does something make?,yes,"smores with tinfoil , Hershey 's chocolate , graham crackers and marshmallows",A child,1837
"A bedroom which contains a bed which has a striped bedspread and dust ruffle , is being vacuumed by a man wear navy shorts and t - shirt .",What is striped?,yes,bedspread,people,3293
"A working man is burning logs , he is wearing a hat and white shirt .",What is someone wearing?,no,a hat and white uniform,his shoes,637
A baseball player in blue scoring run by crossing home plate .,What is someone crossing?,no,field,with a plethora of nicely dressed people behind them,3794
This young girl is enjoying the innocence of childhood and warm weather .,What is someone enjoying?,no,##ness,in a parade,134
Strippers on a pole with police and others gathered around for the party .,What did someone gather against?,no,the show,with the nozzle of a vacuum cleaner,3305
Three people in an open outdoor area have just landed from a skydiving drip .,Who landed?,no,they,flume,2772
next is welding a girder at a work site .,Who is welding something?,no,Someone,women,4159
A young man demonstrating his prowess in the martial arts for his girlfriend as she sits on a concrete wall that is part of a general seating area .,What did someone demonstrate?,no,skills,barbell,6
"A little girl in a green shirt eats a crust of bread , smiling .",Who eats something?,no,A little child,goatee,571
"A young woman wearing glasses and a black blouse holds a ladle in one hand , a bowl in the other and a fork in her mouth .",What does something hold?,yes,ladle,path,2668
Lady with short brown hair and a red and white striped shirt with a name tag taking a sip from a bottle .,Where is something being taken?,no,from a cup,they,2203
A man squatted on a rooftop cleans the rain gutters with a hose .,Who cleans something?,no,they,polishing cookware,2734
"A young boy and girl wearing coats , hats , and boots are at the beach looking at everything that they found .",What is someone looking at?,no,something,they,2023
A group of people of mixed ages sit on a bus that features red headrests .,What features something?,no,table,a plywood,2770
"A group of people sit on the beach , beyond a sign warning of rogue waves .",What does someone sit on?,no,side,A bride and groom,1730
Men dressed in either theatrical or historical attire riding horses .,Who is riding something?,no,which,girls,1000
"Young men and women sit at a wooden table on which several partially - drunk beverages have been placed ; the picture is interrupted by an outstretched hand , colored green in the odd light of the wood - paneled interior .",Where does someone sit?,no,bench,a shutter,1026
People stand along the wall watching a bus come their way .,Where does someone stand?,no,along the sidewalk,image,2551
"A wall half covered in ivy along with an older two story house line a wet road , the only person on the road is a black wearing a red tank top , black shorts , and light blue sneakers , he 's running a race and sports the number 5003 .",What is someone running?,no,business,out of wood,4326
Jewish rabbi and young boy reading in a church,Where is someone reading?,no,room,a metal piece of her bag,4374
A teenage boy and girl enjoying fondue .,What does someone enjoy?,yes,fondue,Two boys,3627
People walking along a river near a beautiful homestead .,Where is someone walking?,no,walk,Three black runners,4
The rider throws his hand up for balance as the brown horse bucks .,What does someone throw?,no,head,kitchen,1754
A young man is taking a self - portrait of his reflected image with a medium format camera while standing on an escalator .,What is someone taking?,no,self,a dropper,1758
Four powerboats racing across the sea .,Where is something racing?,no,ocean,each others eyes,2472
A man is pouring grain from a sifter onto a very colorful blanket .,Where is something poured from?,yes,sifter,oatmeal,4038
A young brunette wearing purple and black floral stretch pants is attaching her bike to a finch .,What did someone wear?,no,##er,woman,3270
"A someone is exiting a port - a - potty , relieved he can smell fresh air .",Who can smell something?,no,A man,carrots,4379
Gentleman in a pink shirt beating drums while a girl looks on .,Who looks on something?,no,a crowd,face,3475
"A young lady wearing a turquoise colored bustier over a black shirt , a black skirt , netted tights , and laced up gloves is sitting next to five other young women , most of which are also dressed in black colored fitted clothing .",Where is someone sitting?,no,next to five other young ladies,world,3263
Girl in red jacket ponders while sitting in an art museum with cubes on the floor .,What is someone sitting in?,no,room,manure,1466
A tailor uses a long pole to search for a certain piece of fabric suspended above him .,What does someone search for?,no,time,in the middle of a group of hay huts,1820
A woman is sitting on a lawn chair holding a blown up of Incredible Hulk .,What is someone sitting on?,no,area,its window,1284
A group of elderly peddlers selling blow up balloons and toys along the side of a street .,Who blows up something?,yes,A group of elderly peddlers,watermelon,2013
"An older man holding a crook , outside , wearing a red embroidered hat with a black tassel hanging from it , red glasses , and red and gold embroidered vest over white robes",What is something hanging from?,no,shoulders,"on the street- two accordion , one horn , and one clarinet",1526
Men and women are dancing beside a brick archway .,Who is dancing somewhere?,no,they,they,3254
Overlooking a street with a sign above shops that states Welcome To Golden .,What does something state?,no,london,to the back of it,3054
