context,question,label,answerA,answerB,answerC,answerD,answerE
"Lennon accuses his mother of leaving him again , and then leaves , after telling his son that he wo n't live with him anymore .",How far does this conversation between Lennon and his father take?,E,two -,aircraft are hijacked once a hour,in the first 5 -,a year ago,None of the above
"Lennon accuses his mother of leaving him again , and then leaves , after telling his son that he wo n't live with him anymore .",How far does this conversation between Lennon and his father take?,E,three days,5 times a minute,a few times a hour,they both laughed,None of the above
The Mummy 's Shroud is set in 1920 and tells the story of a team of heroes who come across the lost tomb of the boy Pharaoh Kah-To-Bey .,When was the movie made?,E,the movie was released in the past hour,the who ignored the population,before a couple days,every century,None of the above
The Mummy 's Shroud is set in 1920 and tells the story of a team of hunters who come across the lost tomb of the boy Pharaoh Kah-To-Bey .,How much did it take the team to uncover the lost tomb?,A,a few weeks,every 2 years,15 days,5 year,None of the above
The Mummy 's Shroud is set in 1920 and tells the story of a team of hunters who come across the lost tomb of the boy Pharaoh Kah-To-Bey .,How much did it take the team to uncover the lost tomb?,E,10 years,it was filled with items,in the morning,i touch her,None of the above
The Mummy 's Shroud is set in 1920 and tells the story of a team of detectives who come across the lost tomb of the boy Pharaoh Kah-To-Bey .,How much did it take the team to uncover the lost tomb?,E,a second,they talked,a couple hours,aircraft are hijacked once a hour,None of the above
The Mummy 's Shroud is set in 1920 and tells the story of a team of hunters who come across the lost tomb of the boy Pharaoh Kah-To-Bey .,How much did it take the team to uncover the lost tomb?,E,30 years,three times a week,50 years,many hours,None of the above
The Mummy 's Shroud is set in 1920 and tells the story of a team of hunters who come across the lost tomb of the boy Pharaoh Kah-To-Bey .,How much did it take the team to uncover the lost tomb?,E,every 2 -,planes are hijacked once every week,2 seconds,a crime was committed involving the same comments and images,None of the above
The Mummy 's Shroud is set in 1920 and tells the story of a team of hunters who come across the lost tomb of the boy Pharaoh Kah-To-Bey .,How much did it take the team to uncover the lost tomb?,E,2 years,he worked to shed his raider image,for less than a minute,30 years,None of the above
The Mummy 's Shroud is set in 1920 and tells the story of a team of hunters who come across the lost tomb of the boy Pharaoh Kah-To-Bey .,How much did it take the team to uncover the lost tomb?,E,3.5 hours,for an hour,a few hours,they both laughed,None of the above
The Mummy 's Shroud is set in 1920 and tells the story of a team of hunters who come across the lost tomb of the boy Pharaoh Kah-To-Bey .,How much did it take the team to uncover the lost tomb?,D,twice per day,when he was a child,she was a pirate,10 weeks,None of the above
"'But he told us that he could not drum up much money in or money for such a thing from Washington, partly, he thought, because these countries had dictatorial governments.",How much did he try to drum up interest?,E,9 times each year,each minute,1.5 hours,a few times a hour,None of the above
"'But he told us that he could not drum up much money in or money for such a thing from Washington, partly, he thought, because these countries had dictatorial governments.",How much did he try to drum up interest?,E,twice per day,a year ago,in the morning,it was accepted by others,None of the above
"'But he told us that he could not drum up much money in or money for such a thing from Washington, partly, he thought, because these countries had dictatorial governments.",How else did he try to drum up interest?,D,in an week,once he got to washington,every 6 years,every month,None of the above
"'But he told us that he could not drum up much money in or money for such a thing from Washington, partly, he thought, because these countries had dictatorial governments.",How much did he try to drum up interest?,A,each week,maybe,5 times a minute,4 hours,None of the above
"'But he told us that he could not drum up much money in or money for such a thing from Washington, partly, he thought, because these countries had dictatorial governments.",How much did he try to drum up interest?,E,pushkin liked to speak at high noon usually,30 years,9 times per year,every minute,None of the above
"'But he told us that he could not drum up much money in or money for such a thing from Washington, partly, he thought, because these countries had dictatorial governments.",How much did he try to drum up interest?,E,twice each month,he published books of his own,a few weeks,every hour,None of the above
"'But he told us that he could not drum up much money in or money for such a thing from Washington, partly, he thought, because these countries had dictatorial governments.",How much did he try to drum up interest?,E,10 minutes,for several days,10 years,every second,None of the above
"'But he told us that he could not drum up much money in or money for such a thing from Washington, partly, he thought, because these countries had dictatorial governments.",How else did he try to drum up interest?,C,every morning,every 10 years,twice each month,10 weeks,None of the above
"'But he told us that he could not drum up much money in or money for such a thing from Washington, partly, he thought, because these countries had dictatorial governments.",How much did he try to drum up interest?,E,7 hours,five seconds,twice per minute,it spend on the facility,None of the above
